66.15,96.28
16.11,47.42
74.74,227.00
3.28,95.25
24.99,216.75
68.15,105.82
48.37,-166.70
5.52,-308.30
15.27,56.31
55.38,205.11
51.81,-31.21
66.19,162.17
70.65,251.07
1.15,-155.28
38.93,51.39
49.03,104.97
29.20,11.46
0.45,100.44
28.69,54.72
67.41,67.01
0.96,21.41
82.52,266.03
67.70,134.94
30.17,148.86
37.10,42.97
78.19,98.91
36.91,163.82
61.54,281.22
44.56,43.65
89.83,341.59
64.51,260.47
39.65,-40.98
38.45,-43.14
53.12,297.99
60.39,32.41
34.82,175.39
49.09,110.85
35.34,26.33
11.25,162.55
87.36,-1.66
92.05,209.92
88.34,137.52
35.69,-81.24
9.70,27.55
84.33,160.90
17.47,-7.53
24.33,-37.68
98.09,162.84
4.59,26.75
21.13,1.42
47.02,36.94
25.95,102.19
93.00,145.55
88.08,157.83
43.89,99.40
14.77,-121.57
10.75,58.74
48.56,29.80
92.30,296.46
58.63,134.01
84.41,80.19
67.55,242.99
62.83,95.88
72.20,227.36
34.72,-72.18
54.57,-50.71
55.98,64.65
47.08,136.07
67.30,-42.70
12.60,-123.42
31.05,11.35
25.46,75.44
44.45,88.33
38.64,86.66
37.48,78.53
5.97,-86.12
87.10,296.46
8.73,52.78
0.06,59.56
62.10,104.23
73.97,171.37
13.94,-103.91
53.01,77.92
87.62,30.08
59.60,165.13
31.77,17.59
1.26,0.00
47.45,257.60
28.21,-24.89
26.53,23.07
41.18,-89.25
80.54,278.13
20.61,25.19
84.10,-80.22
76.20,198.71
8.18,-17.31
62.81,84.93
72.12,159.52
25.86,126.80
60.27,27.33
11.46,126.43
64.41,265.05
39.58,133.21
96.68,172.22
84.19,78.95
64.55,47.26
48.58,136.23
89.47,21.17
93.36,222.28
51.33,38.30
7.42,-17.71
52.69,87.93
21.40,-73.90
50.99,-73.13
48.16,71.53
44.42,154.38
44.15,48.76
90.46,192.52
68.02,195.78
52.40,108.72
61.09,22.94
68.64,9.12
99.80,102.19
18.41,24.15
52.12,271.06
11.43,-216.78
56.12,104.37
67.09,165.53
48.59,177.79
87.09,172.23
56.19,82.59
49.15,-2.32
50.07,-98.65
35.23,-62.47
83.65,94.72
49.62,178.42
35.92,77.84
10.22,-107.43
60.24,47.23
97.58,181.03
48.50,191.20
4.88,-22.50
35.91,6.33
89.34,172.43
21.52,116.16
87.43,268.29
13.32,175.31
7.22,98.39
71.21,188.10
44.38,134.47
80.68,112.34
47.22,64.34
10.25,96.52
64.10,195.19
88.19,287.17
29.49,56.43
27.45,-46.68
57.50,189.01
89.48,322.16
68.86,139.00
34.68,150.24
30.68,321.09
72.81,191.29
25.65,7.86
86.65,161.44
84.50,117.27
43.99,72.89
69.03,-19.83
83.12,217.95
38.02,-41.27
4.53,30.51
36.64,90.59
31.53,116.64
69.20,163.47
91.39,292.17
97.21,254.46
16.98,-62.13
44.51,30.31
71.18,256.83
70.66,271.72
75.85,297.08
90.15,185.91
36.95,111.25
24.64,101.55
17.04,-1.87
56.63,-34.37
45.03,298.64
56.57,297.23
99.29,303.35
56.09,215.64
38.74,120.94
39.63,68.91
93.18,239.59
20.98,268.51
41.52,297.97
52.08,80.03
57.69,131.36
61.83,10.91
28.51,-124.18
77.95,169.88
28.66,-90.02
23.39,346.23
97.58,147.72
17.83,38.29
45.07,91.03
62.59,-63.63
34.92,-145.02
99.31,88.74
77.83,145.42
91.61,139.75
98.26,322.30
58.70,299.35
47.72,189.82
12.72,90.85
68.02,171.96
24.78,-98.50
63.28,151.96
82.32,233.20
81.70,182.51
40.58,68.17
35.21,-5.33
93.83,257.40
39.41,85.60
81.63,86.29
85.29,219.51
67.62,123.70
92.37,51.53
30.93,-67.55
81.17,56.32
34.80,72.46
20.83,115.88
86.66,224.71
90.18,231.53
97.04,126.08
13.22,133.37
19.91,60.17
98.37,191.43
15.54,-186.57
68.61,34.61
36.06,63.20
79.66,112.78
26.18,-16.41
67.14,138.02
35.35,70.78
1.39,-131.56
63.02,46.43
99.24,161.42
25.08,-89.86
10.14,-221.59
7.30,-17.66
34.09,-20.31
7.70,98.08
65.74,134.80
50.04,32.75
96.62,57.53
82.34,240.70
49.52,68.95
35.27,162.98
41.95,360.78
78.49,118.33
47.78,55.30
72.83,201.21
28.23,26.57
74.93,178.29
87.53,181.20
22.01,-144.30
43.16,176.36
97.98,236.24
79.50,104.87
69.56,279.38
86.46,134.44
11.37,-18.84
9.95,91.94
75.29,67.04
0.91,-144.55
14.80,8.43
44.80,67.68
66.71,217.86
96.16,94.78
45.69,178.63
26.36,247.83
30.47,-101.79
56.16,328.89
13.58,181.94
69.64,-84.86
67.11,126.86
97.66,61.31
66.75,58.24
54.64,132.32
55.77,154.23
13.04,-10.22
26.83,62.51
79.50,163.36
17.40,8.67
94.83,244.35
73.06,-0.66
55.28,182.48
64.40,83.54
59.09,80.53
10.16,59.82
15.10,7.72
70.36,14.83
30.79,100.90
55.99,106.52
39.92,154.55
79.20,-46.71
98.29,225.91
81.76,272.17
37.40,73.92
28.02,-10.14
32.03,177.73
37.90,128.84
87.36,365.53
39.60,135.31
37.30,-11.10
30.31,43.53
42.73,131.82
78.72,289.54
79.40,150.15
6.10,-51.79
44.18,12.10
56.96,119.90
22.68,-10.75
51.47,153.83
25.57,57.78
91.47,189.77
29.40,8.95
19.92,57.71
61.56,237.89
40.85,-52.20
37.43,-28.27
61.98,118.55
21.90,-156.76
91.40,356.43
2.60,25.17
32.41,130.35
64.16,157.84
53.73,99.38
90.42,198.94
58.88,188.93
92.30,157.42
50.81,42.37
28.26,34.99
13.23,28.53
21.65,16.06
9.54,-89.21
18.49,86.96
80.60,79.93
34.62,133.16
22.61,39.58
97.27,154.68
39.71,164.72
3.99,80.00
40.80,106.06
79.19,164.82
7.11,157.09
73.80,183.64
58.65,-36.54
13.87,257.90
52.07,-57.48
67.90,306.66
95.09,272.99
41.79,92.58
44.01,109.26
76.53,357.68
31.26,154.07
7.16,137.45
79.29,179.04
53.49,-36.08
97.51,141.66
83.91,91.93
76.54,118.95
62.73,169.31
24.20,-140.02
18.87,59.16
18.06,-34.43
73.78,267.14
32.09,-174.37
77.95,74.68
54.93,49.95
24.15,18.31
67.41,65.47
57.44,129.96
52.81,80.90
19.91,52.76
69.60,106.70
20.84,-245.53
3.81,-75.36
73.87,146.01
89.58,107.99
77.39,24.61
17.26,-44.59
45.94,78.60
84.12,91.91
15.01,-22.13
81.41,352.68
22.77,169.51
13.76,124.78
16.49,-23.09
54.93,259.43
66.34,296.60
31.36,47.01
40.23,85.99
48.20,241.87
40.36,20.92
32.30,-49.80
59.97,95.63
34.40,-58.34
82.60,281.22
56.24,10.54
25.09,150.68
83.05,39.18
66.80,130.72
72.25,354.54
60.38,373.32
93.70,151.20
97.76,118.15
62.43,201.34
81.93,261.84
54.00,21.95
93.78,204.29
31.43,99.96
5.95,-133.20
62.85,-36.44
93.19,194.59
74.33,315.91
68.45,307.53
27.14,115.46
45.70,139.59
24.51,190.42
94.88,144.77
8.36,-37.66
8.37,79.47
29.24,99.05
26.71,0.83
65.09,83.82
3.44,31.64
42.12,-45.84
99.51,27.16
71.10,70.76
2.36,-21.04
11.47,187.71
62.62,226.75
42.90,-86.46
0.59,-101.37
40.88,155.55
24.05,140.80
34.75,137.29
24.56,188.19
59.49,123.91
17.85,-86.30
85.69,135.26
36.56,45.29
28.77,98.68
54.78,206.73
15.67,50.13
62.75,207.24
84.85,9.18
68.66,219.14
68.34,59.59
19.46,92.69
45.52,76.92
58.86,-2.84
5.86,-24.65
78.06,52.40
30.82,-106.05
30.10,41.12
88.82,19.77
36.65,-175.91
35.55,-131.66
28.39,170.37
63.10,198.25
68.15,195.74
75.64,94.61
2.07,129.45
94.12,118.20
85.83,149.29
79.17,453.21
26.44,198.39
44.86,104.40
90.38,204.31
97.77,215.36
98.94,137.91
56.09,70.60
43.31,-48.67
40.69,-73.88
37.39,-55.79
94.53,241.76
2.94,-131.32
70.05,122.26
